date	iso_3166-1	iso_3166-2	voivodeship	cases	deaths
2020-03-20	MZ	14	mazowieckie	25	0
2020-03-21	MZ	14	mazowieckie	20	0
2020-03-22	MZ	14	mazowieckie	20	1
2020-03-23	MZ	14	mazowieckie	28	0
2020-03-24	MZ	14	mazowieckie	37	0
2020-03-25	MZ	14	mazowieckie	39	0
2020-03-26	MZ	14	mazowieckie	40	2
2020-03-27	MZ	14	mazowieckie	27	0
2020-03-28	MZ	14	mazowieckie	103	1
2020-03-29	MZ	14	mazowieckie	40	0
2020-03-30	MZ	14	mazowieckie	26	3
2020-03-31	MZ	14	mazowieckie	57	1
2020-04-01	MZ	14	mazowieckie	68	3
2020-04-02	MZ	14	mazowieckie	142	3
2020-04-03	MZ	14	mazowieckie	54	0
2020-04-04	MZ	14	mazowieckie	0	0
2020-04-05	MZ	14	mazowieckie	159	6
2020-04-06	MZ	14	mazowieckie	98	3
2020-04-07	MZ	14	mazowieckie	182	2
2020-04-08	MZ	14	mazowieckie	67	12
2020-04-09	MZ	14	mazowieckie	110	5
2020-04-10	MZ	14	mazowieckie	77	0
2020-04-11	MZ	14	mazowieckie	128	12
2020-04-12	MZ	14	mazowieckie	35	16
2020-04-13	MZ	14	mazowieckie	24	1
2020-04-14	MZ	14	mazowieckie	27	5
2020-04-15	MZ	14	mazowieckie	77	8
2020-04-16	MZ	14	mazowieckie	54	12
2020-04-17	MZ	14	mazowieckie	37	4
2020-04-18	MZ	14	mazowieckie	53	7
2020-04-19	MZ	14	mazowieckie	56	1
2020-04-20	MZ	14	mazowieckie	38	8
2020-04-21	MZ	14	mazowieckie	29	9
2020-04-22	MZ	14	mazowieckie	39	6
2020-04-23	MZ	14	mazowieckie	68	10
2020-04-24	MZ	14	mazowieckie	40	18
2020-04-25	MZ	14	mazowieckie	96	11
2020-04-26	MZ	14	mazowieckie	46	3
2020-04-27	MZ	14	mazowieckie	28	8
2020-04-28	MZ	14	mazowieckie	15	13
2020-04-29	MZ	14	mazowieckie	36	3
2020-04-30	MZ	14	mazowieckie	25	7
2020-05-01	MZ	14	mazowieckie	0	0
2020-05-02	MZ	14	mazowieckie	25	1
2020-05-03	MZ	14	mazowieckie	31	0
2020-05-04	MZ	14	mazowieckie	45	5
2020-05-05	MZ	14	mazowieckie	78	2
2020-05-06	MZ	14	mazowieckie	42	2
2020-05-07	MZ	14	mazowieckie	36	2
2020-05-08	MZ	14	mazowieckie	22	2
2020-05-09	MZ	14	mazowieckie	34	3
2020-05-10	MZ	14	mazowieckie	26	0
2020-05-11	MZ	14	mazowieckie	17	0
2020-05-12	MZ	14	mazowieckie	21	3
2020-05-13	MZ	14	mazowieckie	51	3
2020-05-14	MZ	14	mazowieckie	22	2
2020-05-15	MZ	14	mazowieckie	28	0
2020-05-16	MZ	14	mazowieckie	19	1
2020-05-17	MZ	14	mazowieckie	21	1
2020-05-18	MZ	14	mazowieckie	33	2
2020-05-19	MZ	14	mazowieckie	37	3
2020-05-20	MZ	14	mazowieckie	42	5
2020-05-21	MZ	14	mazowieckie	46	3
2020-05-22	MZ	14	mazowieckie	29	2
2020-05-23	MZ	14	mazowieckie	40	0
2020-05-24	MZ	14	mazowieckie	20	0
2020-05-25	MZ	14	mazowieckie	66	6
2020-05-26	MZ	14	mazowieckie	76	3
2020-05-27	MZ	14	mazowieckie	37	0
2020-05-28	MZ	14	mazowieckie	65	1
2020-05-29	MZ	14	mazowieckie	33	5
2020-05-30	MZ	14	mazowieckie	52	2
2020-05-31	MZ	14	mazowieckie	35	0
2020-06-01	MZ	14	mazowieckie	47	5
2020-06-02	MZ	14	mazowieckie	32	6
2020-06-03	MZ	14	mazowieckie	28	4
2020-06-04	MZ	14	mazowieckie	50	0
2020-06-05	MZ	14	mazowieckie	58	2
2020-06-06	MZ	14	mazowieckie	47	4
2020-03-04	OP	16	opolskie	0	0
2020-03-05	OP	16	opolskie	0	0
2020-03-06	OP	16	opolskie	0	0
2020-03-07	OP	16	opolskie	0	0
2020-03-08	OP	16	opolskie	0	0
2020-03-09	OP	16	opolskie	0	0
2020-03-10	OP	16	opolskie	0	0
2020-03-11	OP	16	opolskie	1	0
2020-03-12	OP	16	opolskie	1	0
2020-03-13	OP	16	opolskie	0	0
2020-03-14	OP	16	opolskie	2	0
2020-03-15	OP	16	opolskie	0	0
2020-03-16	OP	16	opolskie	2	0
2020-03-17	OP	16	opolskie	2	0
2020-03-18	OP	16	opolskie	1	0
2020-03-19	OP	16	opolskie	1	0
2020-03-20	OP	16	opolskie	0	0
2020-03-21	OP	16	opolskie	0	0
2020-03-22	OP	16	opolskie	4	0
2020-03-23	OP	16	opolskie	5	0
2020-03-24	OP	16	opolskie	2	0
2020-03-25	OP	16	opolskie	2	0
2020-03-26	OP	16	opolskie	3	0
2020-03-27	OP	16	opolskie	2	0
2020-03-28	OP	16	opolskie	3	0
2020-03-29	OP	16	opolskie	12	0
2020-03-30	OP	16	opolskie	11	0
2020-03-31	OP	16	opolskie	16	0
2020-04-01	OP	16	opolskie	5	0
2020-04-02	OP	16	opolskie	3	1
2020-04-03	OP	16	opolskie	12	0
2020-04-04	OP	16	opolskie	0	0
2020-04-05	OP	16	opolskie	4	0
2020-04-06	OP	16	opolskie	7	1
2020-04-07	OP	16	opolskie	6	1
2020-04-08	OP	16	opolskie	9	2
2020-04-09	OP	16	opolskie	9	1
2020-04-10	OP	16	opolskie	5	0
2020-04-11	OP	16	opolskie	13	0
2020-04-12	OP	16	opolskie	8	1
2020-04-13	OP	16	opolskie	20	0
2020-04-14	OP	16	opolskie	35	0
2020-04-15	OP	16	opolskie	13	2
2020-04-16	OP	16	opolskie	11	1
2020-04-17	OP	16	opolskie	24	3
2020-04-18	OP	16	opolskie	17	0
2020-04-19	OP	16	opolskie	5	1
2020-04-20	OP	16	opolskie	16	0
2020-04-21	OP	16	opolskie	6	1
2020-04-22	OP	16	opolskie	26	0
2020-04-23	OP	16	opolskie	6	2
2020-04-24	OP	16	opolskie	15	4
2020-04-25	OP	16	opolskie	7	2
2020-04-26	OP	16	opolskie	11	1
2020-04-27	OP	16	opolskie	10	2
2020-04-28	OP	16	opolskie	5	1
2020-04-29	OP	16	opolskie	12	1
2020-04-30	OP	16	opolskie	4	0
2020-05-01	OP	16	opolskie	4	0
2020-05-02	OP	16	opolskie	9	0
2020-05-03	OP	16	opolskie	15	1
2020-05-04	OP	16	opolskie	13	1
2020-05-05	OP	16	opolskie	5	0
2020-05-06	OP	16	opolskie	10	1
2020-05-07	OP	16	opolskie	9	1
2020-05-08	OP	16	opolskie	16	1
2020-05-09	OP	16	opolskie	3	0
2020-05-10	OP	16	opolskie	12	1
2020-05-11	OP	16	opolskie	5	1
2020-05-12	OP	16	opolskie	3	0
2020-05-13	OP	16	opolskie	4	1
2020-05-14	OP	16	opolskie	8	2
2020-05-15	OP	16	opolskie	17	1
2020-05-16	OP	16	opolskie	8	0
2020-05-17	OP	16	opolskie	9	0
2020-05-18	OP	16	opolskie	7	0
2020-05-19	OP	16	opolskie	4	2
2020-05-20	OP	16	opolskie	13	2
2020-05-21	OP	16	opolskie	8	0
2020-05-22	OP	16	opolskie	10	1
2020-05-23	OP	16	opolskie	4	0
2020-05-24	OP	16	opolskie	3	1
2020-05-25	OP	16	opolskie	5	0
2020-05-26	OP	16	opolskie	3	2
2020-05-27	OP	16	opolskie	9	0
2020-05-28	OP	16	opolskie	12	0
2020-05-29	OP	16	opolskie	9	0
2020-05-30	OP	16	opolskie	11	0
2020-05-31	OP	16	opolskie	1	0
2020-06-01	OP	16	opolskie	9	0
2020-06-02	OP	16	opolskie	14	1
2020-06-03	OP	16	opolskie	19	1
2020-06-04	OP	16	opolskie	8	0
2020-06-05	OP	16	opolskie	8	0
2020-06-06	OP	16	opolskie	19	0
2020-03-04	PD	20	podlaskie	0	0
2020-03-05	PD	20	podlaskie	0	0
2020-03-06	PD	20	podlaskie	0	0
2020-03-07	PD	20	podlaskie	0	0
2020-03-08	PD	20	podlaskie	0	0
2020-03-09	PD	20	podlaskie	0	0
2020-03-10	PD	20	podlaskie	0	0
2020-03-11	PD	20	podlaskie	0	0
2020-03-12	PD	20	podlaskie	0	0
2020-03-13	PD	20	podlaskie	0	0
2020-03-14	PD	20	podlaskie	0	0
2020-03-15	PD	20	podlaskie	0	0
2020-03-16	PD	20	podlaskie	0	0
2020-03-17	PD	20	podlaskie	1	0
2020-03-18	PD	20	podlaskie	1	0
2020-03-19	PD	20	podlaskie	-1	0
2020-03-20	PD	20	podlaskie	2	0
2020-03-21	PD	20	podlaskie	2	0
2020-03-22	PD	20	podlaskie	1	0
2020-03-23	PD	20	podlaskie	1	0
2020-03-24	PD	20	podlaskie	0	0
2020-03-25	PD	20	podlaskie	3	0
2020-03-26	PD	20	podlaskie	3	0
2020-03-27	PD	20	podlaskie	4	0
2020-03-28	PD	20	podlaskie	9	0
2020-03-29	PD	20	podlaskie	2	0
2020-03-30	PD	20	podlaskie	8	0
2020-03-31	PD	20	podlaskie	0	0
2020-04-01	PD	20	podlaskie	11	0
2020-04-02	PD	20	podlaskie	12	0
2020-04-03	PD	20	podlaskie	15	0
2020-04-04	PD	20	podlaskie	8	0
2020-04-05	PD	20	podlaskie	9	1
2020-04-06	PD	20	podlaskie	18	0
2020-04-07	PD	20	podlaskie	18	0
2020-04-08	PD	20	podlaskie	22	0
2020-04-09	PD	20	podlaskie	19	0
2020-04-10	PD	20	podlaskie	21	0
2020-04-11	PD	20	podlaskie	6	0
2020-04-12	PD	20	podlaskie	27	0
2020-04-13	PD	20	podlaskie	16	0
2020-04-14	PD	20	podlaskie	18	0
2020-04-15	PD	20	podlaskie	3	0
2020-04-16	PD	20	podlaskie	19	1
2020-04-17	PD	20	podlaskie	13	0
2020-04-18	PD	20	podlaskie	25	0
2020-04-19	PD	20	podlaskie	5	0
2020-04-20	PD	20	podlaskie	6	0
2020-04-21	PD	20	podlaskie	5	0
2020-04-22	PD	20	podlaskie	3	0
2020-04-23	PD	20	podlaskie	6	0
2020-04-24	PD	20	podlaskie	3	1
2020-04-25	PD	20	podlaskie	14	0
2020-04-26	PD	20	podlaskie	3	0
2020-04-27	PD	20	podlaskie	4	0
2020-04-28	PD	20	podlaskie	2	0
2020-04-29	PD	20	podlaskie	0	0
2020-04-30	PD	20	podlaskie	8	0
2020-05-01	PD	20	podlaskie	0	1
2020-05-02	PD	20	podlaskie	2	1
2020-05-03	PD	20	podlaskie	1	0
2020-05-04	PD	20	podlaskie	0	0
2020-05-05	PD	20	podlaskie	1	1
2020-05-06	PD	20	podlaskie	1	0
2020-05-07	PD	20	podlaskie	1	1
2020-05-08	PD	20	podlaskie	2	0
2020-05-09	PD	20	podlaskie	0	0
2020-05-10	PD	20	podlaskie	1	0
2020-05-11	PD	20	podlaskie	0	0
2020-05-12	PD	20	podlaskie	1	0
2020-05-13	PD	20	podlaskie	0	0
2020-05-14	PD	20	podlaskie	1	1
2020-05-15	PD	20	podlaskie	1	0
2020-05-16	PD	20	podlaskie	0	0
2020-05-17	PD	20	podlaskie	1	1
2020-05-18	PD	20	podlaskie	1	0
2020-05-19	PD	20	podlaskie	9	0
2020-05-20	PD	20	podlaskie	7	0
2020-05-21	PD	20	podlaskie	0	0
2020-05-22	PD	20	podlaskie	6	0
2020-05-23	PD	20	podlaskie	3	0
2020-05-24	PD	20	podlaskie	4	0
2020-05-25	PD	20	podlaskie	5	0
2020-05-26	PD	20	podlaskie	7	0
2020-05-27	PD	20	podlaskie	9	0
2020-05-28	PD	20	podlaskie	3	0
2020-05-29	PD	20	podlaskie	3	0
2020-05-30	PD	20	podlaskie	4	0
2020-05-31	PD	20	podlaskie	1	0
2020-06-01	PD	20	podlaskie	8	0
2020-06-02	PD	20	podlaskie	5	0
2020-06-03	PD	20	podlaskie	10	0
2020-06-04	PD	20	podlaskie	12	0
2020-06-05	PD	20	podlaskie	8	0
2020-06-06	PD	20	podlaskie	4	0
2020-03-04	PK	18	podkarpackie	0	0
2020-03-05	PK	18	podkarpackie	0	0
2020-03-06	PK	18	podkarpackie	0	0
2020-03-07	PK	18	podkarpackie	0	0
2020-03-08	PK	18	podkarpackie	0	0
2020-03-09	PK	18	podkarpackie	0	0
2020-03-10	PK	18	podkarpackie	0	0
2020-03-11	PK	18	podkarpackie	1	0
2020-03-12	PK	18	podkarpackie	2	0
2020-03-13	PK	18	podkarpackie	3	0
2020-03-14	PK	18	podkarpackie	1	0
2020-03-15	PK	18	podkarpackie	1	0
2020-03-16	PK	18	podkarpackie	3	1
2020-03-17	PK	18	podkarpackie	0	0
2020-03-18	PK	18	podkarpackie	3	0
2020-03-19	PK	18	podkarpackie	3	0
2020-03-20	PK	18	podkarpackie	2	0
2020-03-21	PK	18	podkarpackie	6	0
2020-03-22	PK	18	podkarpackie	4	0
2020-03-23	PK	18	podkarpackie	1	0
2020-03-24	PK	18	podkarpackie	7	0
2020-03-25	PK	18	podkarpackie	6	0
2020-03-26	PK	18	podkarpackie	10	0
2020-03-27	PK	18	podkarpackie	8	0
2020-03-28	PK	18	podkarpackie	10	0
2020-03-29	PK	18	podkarpackie	5	0
2020-03-30	PK	18	podkarpackie	4	2
2020-03-31	PK	18	podkarpackie	15	0
2020-04-01	PK	18	podkarpackie	9	0
2020-04-02	PK	18	podkarpackie	7	1
2020-04-03	PK	18	podkarpackie	14	0
2020-04-04	PK	18	podkarpackie	11	0
2020-04-05	PK	18	podkarpackie	13	1
2020-04-06	PK	18	podkarpackie	7	1
2020-04-07	PK	18	podkarpackie	12	1
2020-04-08	PK	18	podkarpackie	12	2
2020-04-09	PK	18	podkarpackie	14	1
2020-04-10	PK	18	podkarpackie	15	0
2020-04-11	PK	18	podkarpackie	11	1
2020-04-12	PK	18	podkarpackie	1	0
2020-04-13	PK	18	podkarpackie	4	2
2020-04-14	PK	18	podkarpackie	9	0
2020-04-15	PK	18	podkarpackie	9	1
2020-04-16	PK	18	podkarpackie	3	1
2020-04-17	PK	18	podkarpackie	5	0
2020-04-18	PK	18	podkarpackie	8	0
2020-04-19	PK	18	podkarpackie	4	1
2020-04-20	PK	18	podkarpackie	3	0
2020-04-21	PK	18	podkarpackie	4	0
2020-04-22	PK	18	podkarpackie	6	0
2020-04-23	PK	18	podkarpackie	3	0
2020-04-24	PK	18	podkarpackie	9	0
2020-04-25	PK	18	podkarpackie	23	0
2020-04-26	PK	18	podkarpackie	2	0
2020-04-27	PK	18	podkarpackie	3	2
2020-04-28	PK	18	podkarpackie	9	1
2020-04-29	PK	18	podkarpackie	3	4
2020-04-30	PK	18	podkarpackie	1	0
2020-05-01	PK	18	podkarpackie	8	0
2020-05-02	PK	18	podkarpackie	4	0
2020-05-03	PK	18	podkarpackie	9	1
2020-05-04	PK	18	podkarpackie	13	0
2020-05-05	PK	18	podkarpackie	3	0
2020-05-06	PK	18	podkarpackie	0	1
2020-05-07	PK	18	podkarpackie	2	2
2020-05-08	PK	18	podkarpackie	2	0
2020-05-09	PK	18	podkarpackie	0	0
2020-05-10	PK	18	podkarpackie	1	1
2020-05-11	PK	18	podkarpackie	0	1
2020-05-12	PK	18	podkarpackie	0	0
2020-05-13	PK	18	podkarpackie	0	0
2020-05-14	PK	18	podkarpackie	2	1
2020-05-15	PK	18	podkarpackie	0	1
2020-05-16	PK	18	podkarpackie	1	0
2020-05-17	PK	18	podkarpackie	0	0
2020-05-18	PK	18	podkarpackie	0	3
2020-05-19	PK	18	podkarpackie	0	0
2020-05-20	PK	18	podkarpackie	0	0
2020-05-21	PK	18	podkarpackie	1	0
2020-05-22	PK	18	podkarpackie	1	0
2020-05-23	PK	18	podkarpackie	1	1
2020-05-24	PK	18	podkarpackie	1	0
2020-05-25	PK	18	podkarpackie	0	0
2020-05-26	PK	18	podkarpackie	0	0
2020-05-27	PK	18	podkarpackie	0	0
2020-05-28	PK	18	podkarpackie	2	0
2020-05-29	PK	18	podkarpackie	2	0
2020-05-30	PK	18	podkarpackie	0	0
2020-05-31	PK	18	podkarpackie	5	0
2020-06-01	PK	18	podkarpackie	0	0
2020-06-02	PK	18	podkarpackie	0	0
2020-06-03	PK	18	podkarpackie	1	1
2020-06-04	PK	18	podkarpackie	0	0
2020-06-05	PK	18	podkarpackie	0	0
2020-06-06	PK	18	podkarpackie	1	1
2020-03-04	PM	22	pomorskie	0	0
2020-03-05	PM	22	pomorskie	0	0
2020-03-06	PM	22	pomorskie	0	0
2020-03-07	PM	22	pomorskie	0	0
2020-03-08	PM	22	pomorskie	0	0
2020-03-09	PM	22	pomorskie	0	0
2020-03-10	PM	22	pomorskie	0	0
2020-03-11	PM	22	pomorskie	0	0
2020-03-12	PM	22	pomorskie	0	0
2020-03-13	PM	22	pomorskie	0	0
2020-03-14	PM	22	pomorskie	2	0
2020-03-15	PM	22	pomorskie	0	0
2020-03-16	PM	22	pomorskie	0	0
2020-03-17	PM	22	pomorskie	6	0
2020-03-18	PM	22	pomorskie	1	0
2020-03-19	PM	22	pomorskie	0	0
2020-03-20	PM	22	pomorskie	1	0
2020-03-21	PM	22	pomorskie	4	0
2020-03-22	PM	22	pomorskie	3	0
2020-03-23	PM	22	pomorskie	4	0
2020-03-24	PM	22	pomorskie	1	0
2020-03-25	PM	22	pomorskie	0	0
2020-03-26	PM	22	pomorskie	6	0
2020-03-27	PM	22	pomorskie	4	0
2020-03-28	PM	22	pomorskie	4	0
2020-03-29	PM	22	pomorskie	9	0
2020-03-30	PM	22	pomorskie	3	0
2020-03-31	PM	22	pomorskie	6	0
2020-04-01	PM	22	pomorskie	6	0
2020-04-02	PM	22	pomorskie	10	0
2020-04-03	PM	22	pomorskie	12	0
2020-04-04	PM	22	pomorskie	22	0
2020-04-05	PM	22	pomorskie	13	0
2020-04-06	PM	22	pomorskie	8	0
2020-04-07	PM	22	pomorskie	10	0
2020-04-08	PM	22	pomorskie	8	1
2020-04-09	PM	22	pomorskie	10	0
2020-04-10	PM	22	pomorskie	4	0
2020-04-11	PM	22	pomorskie	6	0
2020-04-12	PM	22	pomorskie	8	0
2020-04-13	PM	22	pomorskie	4	0
2020-04-14	PM	22	pomorskie	0	0
2020-04-15	PM	22	pomorskie	4	0
2020-04-16	PM	22	pomorskie	2	1
2020-04-17	PM	22	pomorskie	4	0
2020-04-18	PM	22	pomorskie	22	0
2020-04-19	PM	22	pomorskie	2	0
2020-04-20	PM	22	pomorskie	6	0
2020-04-21	PM	22	pomorskie	4	0
2020-04-22	PM	22	pomorskie	12	1
2020-04-23	PM	22	pomorskie	12	0
2020-04-24	PM	22	pomorskie	14	0
2020-04-25	PM	22	pomorskie	39	0
2020-04-26	PM	22	pomorskie	50	0
2020-04-27	PM	22	pomorskie	11	2
2020-04-28	PM	22	pomorskie	37	3
2020-04-29	PM	22	pomorskie	30	2
2020-04-30	PM	22	pomorskie	4	1
2020-05-01	PM	22	pomorskie	6	1
2020-05-02	PM	22	pomorskie	6	2
2020-05-03	PM	22	pomorskie	4	1
2020-05-04	PM	22	pomorskie	0	3
2020-05-05	PM	22	pomorskie	7	1
2020-05-06	PM	22	pomorskie	9	2
2020-05-07	PM	22	pomorskie	8	1
2020-05-08	PM	22	pomorskie	9	1
2020-05-09	PM	22	pomorskie	1	1
2020-05-10	PM	22	pomorskie	3	2
2020-05-11	PM	22	pomorskie	4	1
2020-05-12	PM	22	pomorskie	4	1
2020-05-13	PM	22	pomorskie	2	0
2020-05-14	PM	22	pomorskie	1	0
2020-05-15	PM	22	pomorskie	1	0
2020-05-16	PM	22	pomorskie	7	0
2020-05-17	PM	22	pomorskie	2	0
2020-05-18	PM	22	pomorskie	0	0
2020-05-19	PM	22	pomorskie	1	1
2020-05-20	PM	22	pomorskie	5	0
2020-05-21	PM	22	pomorskie	5	0
2020-05-22	PM	22	pomorskie	4	0
2020-05-23	PM	22	pomorskie	10	1
2020-05-24	PM	22	pomorskie	6	0
2020-05-25	PM	22	pomorskie	7	0
2020-05-26	PM	22	pomorskie	2	2
2020-05-27	PM	22	pomorskie	4	1
2020-05-28	PM	22	pomorskie	2	0
2020-05-29	PM	22	pomorskie	4	1
2020-05-30	PM	22	pomorskie	0	1
2020-05-31	PM	22	pomorskie	1	0
2020-06-01	PM	22	pomorskie	5	0
2020-06-02	PM	22	pomorskie	1	0
2020-06-03	PM	22	pomorskie	0	0
2020-06-04	PM	22	pomorskie	1	0
2020-06-05	PM	22	pomorskie	4	1
2020-06-06	PM	22	pomorskie	4	0
2020-03-04	SK	26	świętokrzyskie	0	0
2020-03-05	SK	26	świętokrzyskie	0	0
2020-03-06	SK	26	świętokrzyskie	0	0
2020-03-07	SK	26	świętokrzyskie	0	0
2020-03-08	SK	26	świętokrzyskie	0	0
2020-03-09	SK	26	świętokrzyskie	0	0
2020-03-10	SK	26	świętokrzyskie	0	0
2020-03-11	SK	26	świętokrzyskie	0	0
2020-03-12	SK	26	świętokrzyskie	0	0
2020-03-13	SK	26	świętokrzyskie	0	0
2020-03-14	SK	26	świętokrzyskie	2	0
2020-03-15	SK	26	świętokrzyskie	1	0
2020-03-16	SK	26	świętokrzyskie	0	0
2020-03-17	SK	26	świętokrzyskie	0	0
2020-03-18	SK	26	świętokrzyskie	1	0
2020-03-19	SK	26	świętokrzyskie	1	0
2020-03-20	SK	26	świętokrzyskie	1	0
2020-03-21	SK	26	świętokrzyskie	1	0
2020-03-22	SK	26	świętokrzyskie	0	0
2020-03-23	SK	26	świętokrzyskie	1	0
2020-03-24	SK	26	świętokrzyskie	0	0
2020-03-25	SK	26	świętokrzyskie	6	1
2020-03-26	SK	26	świętokrzyskie	1	0
2020-03-27	SK	26	świętokrzyskie	7	0
2020-03-28	SK	26	świętokrzyskie	5	0
2020-03-29	SK	26	świętokrzyskie	7	0
2020-03-30	SK	26	świętokrzyskie	3	0
2020-03-31	SK	26	świętokrzyskie	12	0
2020-04-01	SK	26	świętokrzyskie	6	0
2020-04-02	SK	26	świętokrzyskie	7	0
2020-04-03	SK	26	świętokrzyskie	17	0
2020-04-04	SK	26	świętokrzyskie	2	0
2020-04-05	SK	26	świętokrzyskie	12	0
2020-04-06	SK	26	świętokrzyskie	10	0
2020-04-07	SK	26	świętokrzyskie	17	0
2020-04-08	SK	26	świętokrzyskie	7	1
2020-04-09	SK	26	świętokrzyskie	2	0
2020-04-10	SK	26	świętokrzyskie	1	0
2020-04-11	SK	26	świętokrzyskie	6	0
2020-04-12	SK	26	świętokrzyskie	5	0
2020-04-13	SK	26	świętokrzyskie	0	0
2020-04-14	SK	26	świętokrzyskie	13	0
2020-04-15	SK	26	świętokrzyskie	16	0
2020-04-16	SK	26	świętokrzyskie	5	1
2020-04-17	SK	26	świętokrzyskie	18	1
2020-04-18	SK	26	świętokrzyskie	10	0
2020-04-19	SK	26	świętokrzyskie	7	0
2020-04-20	SK	26	świętokrzyskie	17	0
2020-04-21	SK	26	świętokrzyskie	11	0
2020-04-22	SK	26	świętokrzyskie	9	0
2020-04-23	SK	26	świętokrzyskie	1	2
2020-04-24	SK	26	świętokrzyskie	6	0
2020-04-25	SK	26	świętokrzyskie	1	1
2020-04-26	SK	26	świętokrzyskie	3	0
2020-04-27	SK	26	świętokrzyskie	3	0
2020-04-28	SK	26	świętokrzyskie	3	1
2020-04-29	SK	26	świętokrzyskie	2	0
2020-04-30	SK	26	świętokrzyskie	4	0
2020-05-01	SK	26	świętokrzyskie	0	0
2020-05-02	SK	26	świętokrzyskie	1	0
2020-05-03	SK	26	świętokrzyskie	7	0
2020-05-04	SK	26	świętokrzyskie	4	0
2020-05-05	SK	26	świętokrzyskie	18	1
2020-05-06	SK	26	świętokrzyskie	0	1
2020-05-07	SK	26	świętokrzyskie	3	0
2020-05-08	SK	26	świętokrzyskie	9	1
2020-05-09	SK	26	świętokrzyskie	9	0
2020-05-10	SK	26	świętokrzyskie	4	1
2020-05-11	SK	26	świętokrzyskie	0	0
2020-05-12	SK	26	świętokrzyskie	3	1
2020-05-13	SK	26	świętokrzyskie	9	0
2020-05-14	SK	26	świętokrzyskie	0	1
2020-05-15	SK	26	świętokrzyskie	3	3
2020-05-16	SK	26	świętokrzyskie	1	0
2020-05-17	SK	26	świętokrzyskie	0	0
2020-05-18	SK	26	świętokrzyskie	11	1
2020-05-19	SK	26	świętokrzyskie	1	1
2020-05-20	SK	26	świętokrzyskie	4	1
2020-05-21	SK	26	świętokrzyskie	4	0
2020-05-22	SK	26	świętokrzyskie	5	0
2020-05-23	SK	26	świętokrzyskie	8	0
2020-05-24	SK	26	świętokrzyskie	8	0
2020-05-25	SK	26	świętokrzyskie	10	0
2020-05-26	SK	26	świętokrzyskie	7	1
2020-05-27	SK	26	świętokrzyskie	9	0
2020-05-28	SK	26	świętokrzyskie	24	0
2020-05-29	SK	26	świętokrzyskie	7	1
2020-05-30	SK	26	świętokrzyskie	34	0
2020-05-31	SK	26	świętokrzyskie	7	0
2020-06-01	SK	26	świętokrzyskie	6	0
2020-06-02	SK	26	świętokrzyskie	7	0
2020-06-03	SK	26	świętokrzyskie	9	0
2020-06-04	SK	26	świętokrzyskie	9	0
2020-06-05	SK	26	świętokrzyskie	1	0
2020-06-06	SK	26	świętokrzyskie	3	1
2020-03-04	SL	24	śląskie	0	0
2020-03-05	SL	24	śląskie	0	0
2020-03-06	SL	24	śląskie	0	0
2020-03-07	SL	24	śląskie	0	0
2020-03-08	SL	24	śląskie	2	0
2020-03-09	SL	24	śląskie	3	0
2020-03-10	SL	24	śląskie	2	0
2020-03-11	SL	24	śląskie	1	0
2020-03-12	SL	24	śląskie	3	0
2020-03-13	SL	24	śląskie	1	0
2020-03-14	SL	24	śląskie	0	0
2020-03-15	SL	24	śląskie	2	0
2020-03-16	SL	24	śląskie	4	0
2020-03-17	SL	24	śląskie	6	0
2020-03-18	SL	24	śląskie	6	0
2020-03-19	SL	24	śląskie	12	0
2020-03-20	SL	24	śląskie	4	0
2020-03-21	SL	24	śląskie	10	0
2020-03-22	SL	24	śląskie	10	0
2020-03-23	SL	24	śląskie	11	1
2020-03-24	SL	24	śląskie	10	1
2020-03-25	SL	24	śląskie	20	0
2020-03-26	SL	24	śląskie	20	0
2020-03-27	SL	24	śląskie	14	0
2020-03-28	SL	24	śląskie	24	0
2020-03-29	SL	24	śląskie	30	3
2020-03-30	SL	24	śląskie	14	2
2020-03-31	SL	24	śląskie	55	1
2020-04-01	SL	24	śląskie	8	2
2020-04-02	SL	24	śląskie	29	1
2020-04-03	SL	24	śląskie	130	5
2020-04-04	SL	24	śląskie	65	6
2020-04-05	SL	24	śląskie	41	0
2020-04-06	SL	24	śląskie	25	3
2020-04-07	SL	24	śląskie	39	7
2020-04-08	SL	24	śląskie	43	4
2020-04-09	SL	24	śląskie	51	2
2020-04-10	SL	24	śląskie	34	0
2020-04-11	SL	24	śląskie	52	5
2020-04-12	SL	24	śląskie	65	1
2020-04-13	SL	24	śląskie	33	3
2020-04-14	SL	24	śląskie	64	5
2020-04-15	SL	24	śląskie	45	6
2020-04-16	SL	24	śląskie	82	5
2020-04-17	SL	24	śląskie	145	4
2020-04-18	SL	24	śląskie	25	2
2020-04-19	SL	24	śląskie	140	5
2020-04-20	SL	24	śląskie	71	0
2020-04-21	SL	24	śląskie	54	5
2020-04-22	SL	24	śląskie	46	4
2020-04-23	SL	24	śląskie	35	3
2020-04-24	SL	24	śląskie	97	3
2020-04-25	SL	24	śląskie	67	4
2020-04-26	SL	24	śląskie	74	1
2020-04-27	SL	24	śląskie	42	5
2020-04-28	SL	24	śląskie	94	6
2020-04-29	SL	24	śląskie	159	8
2020-04-30	SL	24	śląskie	120	5
2020-05-01	SL	24	śląskie	141	2
2020-05-02	SL	24	śląskie	66	2
2020-05-03	SL	24	śląskie	130	4
2020-05-04	SL	24	śląskie	80	3
2020-05-05	SL	24	śląskie	134	4
