date	country	cases	deaths	day_of_epidemie	name	alpha3Code	callingCodes	altSpellings	region	population	latlng	area	name_as_list	names
2020-03-19	france	10970	244	19	France	FRA	['33']	['FR', 'French Republic', 'République française']	Europe	66710000	[46.0, 2.0]	640679.0	['France']	['france', ' fr', ' french republic', ' république française']
2020-03-20	france	12758	451	20	France	FRA	['33']	['FR', 'French Republic', 'République française']	Europe	66710000	[46.0, 2.0]	640679.0	['France']	['france', ' fr', ' french republic', ' république française']
2020-03-21	france	14463	563	21	France	FRA	['33']	['FR', 'French Republic', 'République française']	Europe	66710000	[46.0, 2.0]	640679.0	['France']	['france', ' fr', ' french republic', ' république française']
2020-03-22	france	16243	676	22	France	FRA	['33']	['FR', 'French Republic', 'République française']	Europe	66710000	[46.0, 2.0]	640679.0	['France']	['france', ' fr', ' french republic', ' république française']
2020-03-23	france	20123	862	23	France	FRA	['33']	['FR', 'French Republic', 'République française']	Europe	66710000	[46.0, 2.0]	640679.0	['France']	['france', ' fr', ' french republic', ' république française']
2020-03-24	france	22622	1102	24	France	FRA	['33']	['FR', 'French Republic', 'République française']	Europe	66710000	[46.0, 2.0]	640679.0	['France']	['france', ' fr', ' french republic', ' république française']
2020-03-25	france	25600	1333	25	France	FRA	['33']	['FR', 'French Republic', 'République française']	Europe	66710000	[46.0, 2.0]	640679.0	['France']	['france', ' fr', ' french republic', ' république française']
2020-03-26	france	29551	1698	26	France	FRA	['33']	['FR', 'French Republic', 'République française']	Europe	66710000	[46.0, 2.0]	640679.0	['France']	['france', ' fr', ' french republic', ' république française']
2020-03-27	france	33402	1997	27	France	FRA	['33']	['FR', 'French Republic', 'République française']	Europe	66710000	[46.0, 2.0]	640679.0	['France']	['france', ' fr', ' french republic', ' république française']
2020-03-01	germany	130	0	1	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-02	germany	159	0	2	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-03	germany	196	0	3	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-04	germany	262	0	4	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-05	germany	482	0	5	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-06	germany	670	0	6	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-07	germany	799	0	7	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-08	germany	1040	0	8	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-09	germany	1176	2	9	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-10	germany	1457	2	10	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-11	germany	1908	3	11	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-12	germany	2078	3	12	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-13	germany	3675	7	13	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-14	germany	4585	9	14	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-15	germany	5795	11	15	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-16	germany	7272	17	16	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-17	germany	9257	24	17	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-18	germany	12327	28	18	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-19	germany	15320	44	19	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-20	germany	19848	67	20	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-21	germany	22213	84	21	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-22	germany	24873	94	22	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-23	germany	29056	123	23	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-24	germany	32986	157	24	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-25	germany	37323	206	25	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-26	germany	43938	267	26	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-27	germany	50871	342	27	Germany	DEU	['49']	['DE', 'Federal Republic of Germany', 'Bundesrepublik Deutschland']	Europe	81770900	[51.0, 9.0]	357114.0	['Germany']	['germany', ' de', ' federal republic of germany', ' bundesrepublik deutschland']
2020-03-02	spain	120	0	1	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-03	spain	165	1	2	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-04	spain	222	2	3	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-05	spain	259	3	4	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-06	spain	400	5	5	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-07	spain	500	10	6	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-08	spain	673	17	7	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-09	spain	1073	28	8	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-10	spain	1695	35	9	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-11	spain	2277	54	10	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-12	spain	2277	55	11	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-13	spain	5232	133	12	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-14	spain	6391	195	13	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-15	spain	7798	289	14	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-16	spain	9942	342	15	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-17	spain	11748	533	16	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-18	spain	13910	623	17	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-19	spain	17963	830	18	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-20	spain	20410	1043	19	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-21	spain	25374	1375	20	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-22	spain	28768	1772	21	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-23	spain	35136	2311	22	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-24	spain	39885	2808	23	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-25	spain	49515	3647	24	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-26	spain	57786	4365	25	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-27	spain	65719	5138	26	Spain	ESP	['34']	['ES', 'Kingdom of Spain', 'Reino de España']	Europe	46438422	[40.0, -4.0]	505992.0	['Spain']	['spain', ' es', ' kingdom of spain', ' reino de españa']
2020-03-05	switzerland	114	1	1	Switzerland	CHE	['41']	['CH', 'Swiss Confederation', 'Schweiz', 'Suisse', 'Svizzera', 'Svizra']	Europe	8341600	[47.0, 8.0]	41284.0	['Switzerland']	['switzerland', ' ch', ' swiss confederation', ' schweiz', ' suisse', ' svizzera', ' svizra']
2020-03-06	switzerland	214	1	2	Switzerland	CHE	['41']	['CH', 'Swiss Confederation', 'Schweiz', 'Suisse', 'Svizzera', 'Svizra']	Europe	8341600	[47.0, 8.0]	41284.0	['Switzerland']	['switzerland', ' ch', ' swiss confederation', ' schweiz', ' suisse', ' svizzera', ' svizra']
2020-03-07	switzerland	268	1	3	Switzerland	CHE	['41']	['CH', 'Swiss Confederation', 'Schweiz', 'Suisse', 'Svizzera', 'Svizra']	Europe	8341600	[47.0, 8.0]	41284.0	['Switzerland']	['switzerland', ' ch', ' swiss confederation', ' schweiz', ' suisse', ' svizzera', ' svizra']
2020-03-08	switzerland	337	2	4	Switzerland	CHE	['41']	['CH', 'Swiss Confederation', 'Schweiz', 'Suisse', 'Svizzera', 'Svizra']	Europe	8341600	[47.0, 8.0]	41284.0	['Switzerland']	['switzerland', ' ch', ' swiss confederation', ' schweiz', ' suisse', ' svizzera', ' svizra']
2020-03-09	switzerland	374	2	5	Switzerland	CHE	['41']	['CH', 'Swiss Confederation', 'Schweiz', 'Suisse', 'Svizzera', 'Svizra']	Europe	8341600	[47.0, 8.0]	41284.0	['Switzerland']	['switzerland', ' ch', ' swiss confederation', ' schweiz', ' suisse', ' svizzera', ' svizra']
2020-03-10	switzerland	491	3	6	Switzerland	CHE	['41']	['CH', 'Swiss Confederation', 'Schweiz', 'Suisse', 'Svizzera', 'Svizra']	Europe	8341600	[47.0, 8.0]	41284.0	['Switzerland']	['switzerland', ' ch', ' swiss confederation', ' schweiz', ' suisse', ' svizzera', ' svizra']
2020-03-11	switzerland	652	4	7	Switzerland	CHE	['41']	['CH', 'Swiss Confederation', 'Schweiz', 'Suisse', 'Svizzera', 'Svizra']	Europe	8341600	[47.0, 8.0]	41284.0	['Switzerland']	['switzerland', ' ch', ' swiss confederation', ' schweiz', ' suisse', ' svizzera', ' svizra']
2020-03-12	switzerland	652	4	8	Switzerland	CHE	['41']	['CH', 'Swiss Confederation', 'Schweiz', 'Suisse', 'Svizzera', 'Svizra']	Europe	8341600	[47.0, 8.0]	41284.0	['Switzerland']	['switzerland', ' ch', ' swiss confederation', ' schweiz', ' suisse', ' svizzera', ' svizra']
2020-03-13	switzerland	1139	11	9	Switzerland	CHE	['41']	['CH', 'Swiss Confederation', 'Schweiz', 'Suisse', 'Svizzera', 'Svizra']	Europe	8341600	[47.0, 8.0]	41284.0	['Switzerland']	['switzerland', ' ch', ' swiss confederation', ' schweiz', ' suisse', ' svizzera', ' svizra']
2020-03-14	switzerland	1359	13	10	Switzerland	CHE	['41']	['CH', 'Swiss Confederation', 'Schweiz', 'Suisse', 'Svizzera', 'Svizra']	Europe	8341600	[47.0, 8.0]	41284.0	['Switzerland']	['switzerland', ' ch', ' swiss confederation', ' schweiz', ' suisse', ' svizzera', ' svizra']
2020-03-15	switzerland	2200	14	11	Switzerland	CHE	['41']	['CH', 'Swiss Confederation', 'Schweiz', 'Suisse', 'Svizzera', 'Svizra']	Europe	8341600	[47.0, 8.0]	41284.0	['Switzerland']	['switzerland', ' ch', ' swiss confederation', ' schweiz', ' suisse', ' svizzera', ' svizra']
2020-03-16	switzerland	2200	14	12	Switzerland	CHE	['41']	['CH', 'Swiss Confederation', 'Schweiz', 'Suisse', 'Svizzera', 'Svizra']	Europe	8341600	[47.0, 8.0]	41284.0	['Switzerland']	['switzerland', ' ch', ' swiss confederation', ' schweiz', ' suisse', ' svizzera', ' svizra']
2020-03-17	switzerland	2700	27	13	Switzerland	CHE	['41']	['CH', 'Swiss Confederation', 'Schweiz', 'Suisse', 'Svizzera', 'Svizra']	Europe	8341600	[47.0, 8.0]	41284.0	['Switzerland']	['switzerland', ' ch', ' swiss confederation', ' schweiz', ' suisse', ' svizzera', ' svizra']
2020-03-18	switzerland	3028	28	14	Switzerland	CHE	['41']	['CH', 'Swiss Confederation', 'Schweiz', 'Suisse', 'Svizzera', 'Svizra']	Europe	8341600	[47.0, 8.0]	41284.0	['Switzerland']	['switzerland', ' ch', ' swiss confederation', ' schweiz', ' suisse', ' svizzera', ' svizra']
2020-03-19	switzerland	4075	41	15	Switzerland	CHE	['41']	['CH', 'Swiss Confederation', 'Schweiz', 'Suisse', 'Svizzera', 'Svizra']	Europe	8341600	[47.0, 8.0]	41284.0	['Switzerland']	['switzerland', ' ch', ' swiss confederation', ' schweiz', ' suisse', ' svizzera', ' svizra']
2020-03-20	switzerland	5294	54	16	Switzerland	CHE	['41']	['CH', 'Swiss Confederation', 'Schweiz', 'Suisse', 'Svizzera', 'Svizra']	Europe	8341600	[47.0, 8.0]	41284.0	['Switzerland']	['switzerland', ' ch', ' swiss confederation', ' schweiz', ' suisse', ' svizzera', ' svizra']
2020-03-21	switzerland	6575	75	17	Switzerland	CHE	['41']	['CH', 'Swiss Confederation', 'Schweiz', 'Suisse', 'Svizzera', 'Svizra']	Europe	8341600	[47.0, 8.0]	41284.0	['Switzerland']	['switzerland', ' ch', ' swiss confederation', ' schweiz', ' suisse', ' svizzera', ' svizra']
2020-03-22	switzerland	7474	98	18	Switzerland	CHE	['41']	['CH', 'Swiss Confederation', 'Schweiz', 'Suisse', 'Svizzera', 'Svizra']	Europe	8341600	[47.0, 8.0]	41284.0	['Switzerland']	['switzerland', ' ch', ' swiss confederation', ' schweiz', ' suisse', ' svizzera', ' svizra']
2020-03-23	switzerland	8795	120	19	Switzerland	CHE	['41']	['CH', 'Swiss Confederation', 'Schweiz', 'Suisse', 'Svizzera', 'Svizra']	Europe	8341600	[47.0, 8.0]	41284.0	['Switzerland']	['switzerland', ' ch', ' swiss confederation', ' schweiz', ' suisse', ' svizzera', ' svizra']
2020-03-24	switzerland	9877	122	20	Switzerland	CHE	['41']	['CH', 'Swiss Confederation', 'Schweiz', 'Suisse', 'Svizzera', 'Svizra']	Europe	8341600	[47.0, 8.0]	41284.0	['Switzerland']	['switzerland', ' ch', ' swiss confederation', ' schweiz', ' suisse', ' svizzera', ' svizra']
2020-03-25	switzerland	10897	153	21	Switzerland	CHE	['41']	['CH', 'Swiss Confederation', 'Schweiz', 'Suisse', 'Svizzera', 'Svizra']	Europe	8341600	[47.0, 8.0]	41284.0	['Switzerland']	['switzerland', ' ch', ' swiss confederation', ' schweiz', ' suisse', ' svizzera', ' svizra']
2020-03-26	switzerland	11811	191	22	Switzerland	CHE	['41']	['CH', 'Swiss Confederation', 'Schweiz', 'Suisse', 'Svizzera', 'Svizra']	Europe	8341600	[47.0, 8.0]	41284.0	['Switzerland']	['switzerland', ' ch', ' swiss confederation', ' schweiz', ' suisse', ' svizzera', ' svizra']
2020-03-27	switzerland	12928	231	23	Switzerland	CHE	['41']	['CH', 'Swiss Confederation', 'Schweiz', 'Suisse', 'Svizzera', 'Svizra']	Europe	8341600	[47.0, 8.0]	41284.0	['Switzerland']	['switzerland', ' ch', ' swiss confederation', ' schweiz', ' suisse', ' svizzera', ' svizra']
2020-03-06	belgium	109	0	1	Belgium	BEL	['32']	['BE', 'België', 'Belgie', 'Belgien', 'Belgique', 'Kingdom of Belgium', 'Koninkrijk België', 'Royaume de Belgique', 'Königreich Belgien']	Europe	11319511	[50.83333333, 4.0]	30528.0	['Belgium']	['belgium', ' be', ' belgië', ' belgie', ' belgien', ' belgique', ' kingdom of belgium', ' koninkrijk belgië', ' royaume de belgique', ' königreich belgien']
2020-03-07	belgium	169	0	2	Belgium	BEL	['32']	['BE', 'België', 'Belgie', 'Belgien', 'Belgique', 'Kingdom of Belgium', 'Koninkrijk België', 'Royaume de Belgique', 'Königreich Belgien']	Europe	11319511	[50.83333333, 4.0]	30528.0	['Belgium']	['belgium', ' be', ' belgië', ' belgie', ' belgien', ' belgique', ' kingdom of belgium', ' koninkrijk belgië', ' royaume de belgique', ' königreich belgien']
2020-03-08	belgium	200	0	3	Belgium	BEL	['32']	['BE', 'België', 'Belgie', 'Belgien', 'Belgique', 'Kingdom of Belgium', 'Koninkrijk België', 'Royaume de Belgique', 'Königreich Belgien']	Europe	11319511	[50.83333333, 4.0]	30528.0	['Belgium']	['belgium', ' be', ' belgië', ' belgie', ' belgien', ' belgique', ' kingdom of belgium', ' koninkrijk belgië', ' royaume de belgique', ' königreich belgien']
2020-03-09	belgium	239	0	4	Belgium	BEL	['32']	['BE', 'België', 'Belgie', 'Belgien', 'Belgique', 'Kingdom of Belgium', 'Koninkrijk België', 'Royaume de Belgique', 'Königreich Belgien']	Europe	11319511	[50.83333333, 4.0]	30528.0	['Belgium']	['belgium', ' be', ' belgië', ' belgie', ' belgien', ' belgique', ' kingdom of belgium', ' koninkrijk belgië', ' royaume de belgique', ' königreich belgien']
2020-03-10	belgium	267	0	5	Belgium	BEL	['32']	['BE', 'België', 'Belgie', 'Belgien', 'Belgique', 'Kingdom of Belgium', 'Koninkrijk België', 'Royaume de Belgique', 'Königreich Belgien']	Europe	11319511	[50.83333333, 4.0]	30528.0	['Belgium']	['belgium', ' be', ' belgië', ' belgie', ' belgien', ' belgique', ' kingdom of belgium', ' koninkrijk belgië', ' royaume de belgique', ' königreich belgien']
2020-03-11	belgium	314	3	6	Belgium	BEL	['32']	['BE', 'België', 'Belgie', 'Belgien', 'Belgique', 'Kingdom of Belgium', 'Koninkrijk België', 'Royaume de Belgique', 'Königreich Belgien']	Europe	11319511	[50.83333333, 4.0]	30528.0	['Belgium']	['belgium', ' be', ' belgië', ' belgie', ' belgien', ' belgique', ' kingdom of belgium', ' koninkrijk belgië', ' royaume de belgique', ' königreich belgien']
2020-03-12	belgium	314	3	7	Belgium	BEL	['32']	['BE', 'België', 'Belgie', 'Belgien', 'Belgique', 'Kingdom of Belgium', 'Koninkrijk België', 'Royaume de Belgique', 'Königreich Belgien']	Europe	11319511	[50.83333333, 4.0]	30528.0	['Belgium']	['belgium', ' be', ' belgië', ' belgie', ' belgien', ' belgique', ' kingdom of belgium', ' koninkrijk belgië', ' royaume de belgique', ' königreich belgien']
2020-03-13	belgium	559	3	8	Belgium	BEL	['32']	['BE', 'België', 'Belgie', 'Belgien', 'Belgique', 'Kingdom of Belgium', 'Koninkrijk België', 'Royaume de Belgique', 'Königreich Belgien']	Europe	11319511	[50.83333333, 4.0]	30528.0	['Belgium']	['belgium', ' be', ' belgië', ' belgie', ' belgien', ' belgique', ' kingdom of belgium', ' koninkrijk belgië', ' royaume de belgique', ' königreich belgien']
2020-03-14	belgium	689	4	9	Belgium	BEL	['32']	['BE', 'België', 'Belgie', 'Belgien', 'Belgique', 'Kingdom of Belgium', 'Koninkrijk België', 'Royaume de Belgique', 'Königreich Belgien']	Europe	11319511	[50.83333333, 4.0]	30528.0	['Belgium']	['belgium', ' be', ' belgië', ' belgie', ' belgien', ' belgique', ' kingdom of belgium', ' koninkrijk belgië', ' royaume de belgique', ' königreich belgien']
2020-03-15	belgium	886	4	10	Belgium	BEL	['32']	['BE', 'België', 'Belgie', 'Belgien', 'Belgique', 'Kingdom of Belgium', 'Koninkrijk België', 'Royaume de Belgique', 'Königreich Belgien']	Europe	11319511	[50.83333333, 4.0]	30528.0	['Belgium']	['belgium', ' be', ' belgië', ' belgie', ' belgien', ' belgique', ' kingdom of belgium', ' koninkrijk belgië', ' royaume de belgique', ' königreich belgien']
2020-03-16	belgium	1058	5	11	Belgium	BEL	['32']	['BE', 'België', 'Belgie', 'Belgien', 'Belgique', 'Kingdom of Belgium', 'Koninkrijk België', 'Royaume de Belgique', 'Königreich Belgien']	Europe	11319511	[50.83333333, 4.0]	30528.0	['Belgium']	['belgium', ' be', ' belgië', ' belgie', ' belgien', ' belgique', ' kingdom of belgium', ' koninkrijk belgië', ' royaume de belgique', ' königreich belgien']
2020-03-17	belgium	1243	10	12	Belgium	BEL	['32']	['BE', 'België', 'Belgie', 'Belgien', 'Belgique', 'Kingdom of Belgium', 'Koninkrijk België', 'Royaume de Belgique', 'Königreich Belgien']	Europe	11319511	[50.83333333, 4.0]	30528.0	['Belgium']	['belgium', ' be', ' belgië', ' belgie', ' belgien', ' belgique', ' kingdom of belgium', ' koninkrijk belgië', ' royaume de belgique', ' königreich belgien']
2020-03-18	belgium	1486	14	13	Belgium	BEL	['32']	['BE', 'België', 'Belgie', 'Belgien', 'Belgique', 'Kingdom of Belgium', 'Koninkrijk België', 'Royaume de Belgique', 'Königreich Belgien']	Europe	11319511	[50.83333333, 4.0]	30528.0	['Belgium']	['belgium', ' be', ' belgië', ' belgie', ' belgien', ' belgique', ' kingdom of belgium', ' koninkrijk belgië', ' royaume de belgique', ' königreich belgien']
2020-03-19	belgium	1795	21	14	Belgium	BEL	['32']	['BE', 'België', 'Belgie', 'Belgien', 'Belgique', 'Kingdom of Belgium', 'Koninkrijk België', 'Royaume de Belgique', 'Königreich Belgien']	Europe	11319511	[50.83333333, 4.0]	30528.0	['Belgium']	['belgium', ' be', ' belgië', ' belgie', ' belgien', ' belgique', ' kingdom of belgium', ' koninkrijk belgië', ' royaume de belgique', ' königreich belgien']
